district,y,m,pop
Jamaame,2016,5,156991
Jariiban,2016,5,94843
Jilib,2016,5,158479
Jowhar,2016,5,311945
Kismaayo,2016,5,209686
Kurtunwaarey,2016,5,209789
Laas Caanood,2016,5,158546
Laasqoray,2016,5,196447
Lughaye,2016,5,70722
Luuq,2016,5,91512
Marka,2016,5,353056
Owdweyne,2016,5,90211
Qandala,2016,5,139270
Qansax Dheere,2016,5,118645
Qardho,2016,5,169497
Qoryooley,2016,5,274067
Rab Dhuure,2016,5,59742
Saakow,2016,5,114418
Sablaale,2016,5,62053
Sheikh,2016,5,79944
Taleex,2016,5,78949
Tayeeglow,2016,5,96968
Waajid,2016,5,93297
Wanla Weyn,2016,5,220539
Xarardheere,2016,5,84863
Xudun,2016,5,67031
Xudur,2016,5,125159
Zeylac,2016,5,63468
Adan Yabaal,2016,6,82188
Afgooye,2016,6,408338
Afmadow,2016,6,163987
Baardheere,2016,6,159702
Badhaadhe,2016,6,75591
Baki,2016,6,65950
Balcad,2016,6,196428
Banadir,2016,6,1777547
Bandarbeyla,2016,6,30778
Baraawe,2016,6,87896
Baydhaba,2016,6,412811
Belet Weyne,2016,6,265130
Belet Xaawo,2016,6,86480
Berbera,2016,6,152977
Borama,2016,6,705386
Bossaso,2016,6,392906
Bu'aale,2016,6,96519
Bulo Burto,2016,6,161238
Burco,2016,6,443883
Burtinle,2016,6,82894
Buuhoodle,2016,6,66153
Buur Hakaba,2016,6,154906
Cabudwaaq,2016,6,94468
Cadaado,2016,6,88145
Cadale,2016,6,72404
Caluula,2016,6,50415
Caynabo,2016,6,75232
Ceel Afweyn,2016,6,88762
Ceel Barde,2016,6,55926
Ceel Buur,2016,6,104272
Ceel Dheer,2016,6,104779
Ceel Waaq,2016,6,50131
Ceerigaabo,2016,6,213835
Dhuusamarreeb,2016,6,131172
Diinsoor,2016,6,142287
Doolow,2016,6,54333
Eyl,2016,6,80819
Gaalkacyo,2016,6,398961
Galdogob,2016,6,163633
Garbahaarey,2016,6,120907
Garoowe,2016,6,192020
Gebiley,2016,6,138374
Hargeysa,2016,6,1057524
Hobyo,2016,6,97513
Iskushuban,2016,6,75758
Jalalaqsi,2016,6,89541
Jamaame,2016,6,157144
Jariiban,2016,6,94996
Jilib,2016,6,158881
Jowhar,2016,6,312078
Kismaayo,2016,6,217366
Kurtunwaarey,2016,6,210073
Laas Caanood,2016,6,161445
Laasqoray,2016,6,196762
Lughaye,2016,6,70836
Luuq,2016,6,91746
Marka,2016,6,353164
Owdweyne,2016,6,90356
Qandala,2016,6,139498
Qansax Dheere,2016,6,118872
Qardho,2016,6,169962
Qoryooley,2016,6,274168
Rab Dhuure,2016,6,59985
Saakow,2016,6,114284
Sablaale,2016,6,62155
Sheikh,2016,6,80075
Taleex,2016,6,78870
Tayeeglow,2016,6,97268
Waajid,2016,6,93385
Wanla Weyn,2016,6,220899
Xarardheere,2016,6,84917
Xudun,2016,6,67106
Xudur,2016,6,125259
Zeylac,2016,6,63570
Adan Yabaal,2016,7,81970
Afgooye,2016,7,409317
Afmadow,2016,7,164257
Baardheere,2016,7,159805
Badhaadhe,2016,7,75712
Baki,2016,7,66059
Balcad,2016,7,196855
Banadir,2016,7,1782334
Bandarbeyla,2016,7,30818
Baraawe,2016,7,88041
Baydhaba,2016,7,413635
Belet Weyne,2016,7,265444
Belet Xaawo,2016,7,86635
Berbera,2016,7,153226
Borama,2016,7,706693
Bossaso,2016,7,393472
Bu'aale,2016,7,96776
Bulo Burto,2016,7,161475
Burco,2016,7,444607
Burtinle,2016,7,82970
Buuhoodle,2016,7,64724
Buur Hakaba,2016,7,155051
Cabudwaaq,2016,7,94598
Cadaado,2016,7,88277
Cadale,2016,7,75755
Caluula,2016,7,50498
Caynabo,2016,7,75349
Ceel Afweyn,2016,7,88897
Ceel Barde,2016,7,56008
Ceel Buur,2016,7,104436
Ceel Dheer,2016,7,104460
Ceel Waaq,2016,7,50163
Ceerigaabo,2016,7,214179
Dhuusamarreeb,2016,7,132243
Diinsoor,2016,7,142086
Doolow,2016,7,54447
Eyl,2016,7,80950
Gaalkacyo,2016,7,399688
Galdogob,2016,7,163900
Garbahaarey,2016,7,121129
Garoowe,2016,7,192298
Gebiley,2016,7,138600
Hargeysa,2016,7,1059505
Hobyo,2016,7,97706
Iskushuban,2016,7,75873
Jalalaqsi,2016,7,89667
Jamaame,2016,7,157333
Jariiban,2016,7,95149
Jilib,2016,7,159315
Jowhar,2016,7,312579
Kismaayo,2016,7,224709
Kurtunwaarey,2016,7,210352
Laas Caanood,2016,7,161226
Laasqoray,2016,7,197080
Lughaye,2016,7,70953
Luuq,2016,7,92303
Marka,2016,7,353220
Owdweyne,2016,7,90495
Qandala,2016,7,139726
Qansax Dheere,2016,7,118898
Qardho,2016,7,170336
Qoryooley,2016,7,274331
Rab Dhuure,2016,7,60015
Saakow,2016,7,114748
Sablaale,2016,7,62257
Sheikh,2016,7,80204
Taleex,2016,7,78976
Tayeeglow,2016,7,97344
Waajid,2016,7,93526
Wanla Weyn,2016,7,221260
Xarardheere,2016,7,85033
Xudun,2016,7,67209
Xudur,2016,7,125775
Zeylac,2016,7,63674
Adan Yabaal,2016,8,82150
Afgooye,2016,8,409515
Afmadow,2016,8,164514
Baardheere,2016,8,159845
Badhaadhe,2016,8,75835
Baki,2016,8,66167
Balcad,2016,8,197148
Banadir,2016,8,1786204
Bandarbeyla,2016,8,30862
Baraawe,2016,8,88186
Baydhaba,2016,8,414534
Belet Weyne,2016,8,265806
Belet Xaawo,2016,8,86771
Berbera,2016,8,153483
Borama,2016,8,707905
Bossaso,2016,8,394140
Bu'aale,2016,8,97178
Bulo Burto,2016,8,161722
Burco,2016,8,445327
Burtinle,2016,8,83102
Buuhoodle,2016,8,64855
Buur Hakaba,2016,8,155223
Cabudwaaq,2016,8,94718
Cadaado,2016,8,88416
Cadale,2016,8,72582
Caluula,2016,8,50581
Caynabo,2016,8,75465
Ceel Afweyn,2016,8,89030
Ceel Barde,2016,8,56107
Ceel Buur,2016,8,104594
Ceel Dheer,2016,8,104218
Ceel Waaq,2016,8,50200
Ceerigaabo,2016,8,214524
Dhuusamarreeb,2016,8,132569
Diinsoor,2016,8,141863
Doolow,2016,8,54734
Eyl,2016,8,81079
Gaalkacyo,2016,8,400351
Galdogob,2016,8,164168
Garbahaarey,2016,8,121350
Garoowe,2016,8,192582
Gebiley,2016,8,138827
Hargeysa,2016,8,1061474
Hobyo,2016,8,97884
Iskushuban,2016,8,75996
Jalalaqsi,2016,8,89767
Jamaame,2016,8,157541
Jariiban,2016,8,95305
Jilib,2016,8,159561
Jowhar,2016,8,313087
Kismaayo,2016,8,230005
Kurtunwaarey,2016,8,210668
Laas Caanood,2016,8,161474
Laasqoray,2016,8,197401
Lughaye,2016,8,71070
Luuq,2016,8,92583
Marka,2016,8,353811
Owdweyne,2016,8,90634
Qandala,2016,8,139955
Qansax Dheere,2016,8,118976
Qardho,2016,8,170679
Qoryooley,2016,8,274416
Rab Dhuure,2016,8,59927
Saakow,2016,8,115104
Sablaale,2016,8,62359
Sheikh,2016,8,80324
Taleex,2016,8,79082
Tayeeglow,2016,8,97588
Waajid,2016,8,93538
Wanla Weyn,2016,8,221622
Xarardheere,2016,8,85151
Xudun,2016,8,67315
Xudur,2016,8,125891
Zeylac,2016,8,63779
Adan Yabaal,2016,9,82109
Afgooye,2016,9,410028
Afmadow,2016,9,164772
Baardheere,2016,9,160045
Badhaadhe,2016,9,75959
Baki,2016,9,66275
Balcad,2016,9,197524
Banadir,2016,9,1789736
Bandarbeyla,2016,9,30908
Baraawe,2016,9,88433
Baydhaba,2016,9,415385
Belet Weyne,2016,9,266282
Belet Xaawo,2016,9,86912
Berbera,2016,9,153757
Borama,2016,9,709125
Bossaso,2016,9,394817
Bu'aale,2016,9,97349
Bulo Burto,2016,9,161971
Burco,2016,9,446039
Burtinle,2016,9,83229
Buuhoodle,2016,9,64983
Buur Hakaba,2016,9,155482
Cabudwaaq,2016,9,94826
Cadaado,2016,9,88563
Cadale,2016,9,72700
Caluula,2016,9,50659
Caynabo,2016,9,75575
Ceel Afweyn,2016,9,89170
Ceel Barde,2016,9,56207
Ceel Buur,2016,9,104737
Ceel Dheer,2016,9,104378
Ceel Waaq,2016,9,50316
Ceerigaabo,2016,9,214873
Dhuusamarreeb,2016,9,132607
Diinsoor,2016,9,141809
Doolow,2016,9,54933
Eyl,2016,9,81208
Gaalkacyo,2016,9,401077
Galdogob,2016,9,164435
Garbahaarey,2016,9,121568
Garoowe,2016,9,192887
Gebiley,2016,9,139054
Hargeysa,2016,9,1063369
Hobyo,2016,9,98061
Iskushuban,2016,9,76117
Jalalaqsi,2016,9,89879
Jamaame,2016,9,158003
Jariiban,2016,9,95457
Jilib,2016,9,159781
Jowhar,2016,9,313553
Kismaayo,2016,9,232666
Kurtunwaarey,2016,9,211268
Laas Caanood,2016,9,161858
Laasqoray,2016,9,197721
Lughaye,2016,9,71187
Luuq,2016,9,92737
Marka,2016,9,355142
Owdweyne,2016,9,90779
Qandala,2016,9,140179
Qansax Dheere,2016,9,119114
Qardho,2016,9,170992
Qoryooley,2016,9,274616
Rab Dhuure,2016,9,60025
Saakow,2016,9,115441
Sablaale,2016,9,62461
Sheikh,2016,9,80440
Taleex,2016,9,79164
Tayeeglow,2016,9,97694
Waajid,2016,9,93608
Wanla Weyn,2016,9,221983
Xarardheere,2016,9,85284
Xudun,2016,9,67384
Xudur,2016,9,126017
Zeylac,2016,9,63883
Adan Yabaal,2016,10,82142
Afgooye,2016,10,425973
Afmadow,2016,10,165042
Baardheere,2016,10,160271
Badhaadhe,2016,10,76082
Baki,2016,10,66384
Balcad,2016,10,197832
Banadir,2016,10,1798849
Bandarbeyla,2016,10,30947
Baraawe,2016,10,88552
Baydhaba,2016,10,416057
Belet Weyne,2016,10,266702
Belet Xaawo,2016,10,87030
Berbera,2016,10,154013
Borama,2016,10,710331
Bossaso,2016,10,395598
Bu'aale,2016,10,97503
Bulo Burto,2016,10,162225
Burco,2016,10,446755
Burtinle,2016,10,83359
Buuhoodle,2016,10,65104
Buur Hakaba,2016,10,155742
Cabudwaaq,2016,10,94957
Cadaado,2016,10,88852
Cadale,2016,10,72815
Caluula,2016,10,50738
Caynabo,2016,10,75682
Ceel Afweyn,2016,10,89308
Ceel Barde,2016,10,56307
Ceel Buur,2016,10,104892
Ceel Dheer,2016,10,104557
Ceel Waaq,2016,10,50346
Ceerigaabo,2016,10,215223
Dhuusamarreeb,2016,10,132800
Diinsoor,2016,10,141933
Doolow,2016,10,55014
Eyl,2016,10,81332
Gaalkacyo,2016,10,401944
Galdogob,2016,10,164533
Garbahaarey,2016,10,121779
Garoowe,2016,10,193192
Gebiley,2016,10,139281
Hargeysa,2016,10,1065263
Hobyo,2016,10,98244
Iskushuban,2016,10,76231
Jalalaqsi,2016,10,90025
Jamaame,2016,10,157911
Jariiban,2016,10,95610
Jilib,2016,10,160075
Jowhar,2016,10,314227
Kismaayo,2016,10,234574
Kurtunwaarey,2016,10,214042
Laas Caanood,2016,10,162071
Laasqoray,2016,10,198034
Lughaye,2016,10,71305
Luuq,2016,10,92890
Marka,2016,10,351447
Owdweyne,2016,10,90928
Qandala,2016,10,140400
Qansax Dheere,2016,10,119283
Qardho,2016,10,171397
Qoryooley,2016,10,292070
Rab Dhuure,2016,10,60104
Saakow,2016,10,115739
Sablaale,2016,10,62564
Sheikh,2016,10,80561
Taleex,2016,10,79271
Tayeeglow,2016,10,97944
Waajid,2016,10,93753
Wanla Weyn,2016,10,222346
Xarardheere,2016,10,85424
Xudun,2016,10,67460
Xudur,2016,10,126215
Zeylac,2016,10,63988
Adan Yabaal,2016,11,82117
Afgooye,2016,11,414510
Afmadow,2016,11,165357
Baardheere,2016,11,160327
Badhaadhe,2016,11,76203
Baki,2016,11,66493
Balcad,2016,11,198146
Banadir,2016,11,1802511
Bandarbeyla,2016,11,30984
Baraawe,2016,11,88673
Baydhaba,2016,11,416890
Belet Weyne,2016,11,284660
Belet Xaawo,2016,11,87160
Berbera,2016,11,154281
Borama,2016,11,711939
Bossaso,2016,11,397494
Bu'aale,2016,11,97636
Bulo Burto,2016,11,162492
Burco,2016,11,447478
Burtinle,2016,11,83284
Buuhoodle,2016,11,65294
Buur Hakaba,2016,11,155986
Cabudwaaq,2016,11,90229
Cadaado,2016,11,88990
Cadale,2016,11,72931
Caluula,2016,11,50825
Caynabo,2016,11,75791
Ceel Afweyn,2016,11,89434
Ceel Barde,2016,11,56407
Ceel Buur,2016,11,105065
Ceel Dheer,2016,11,104742
Ceel Waaq,2016,11,50424
Ceerigaabo,2016,11,215564
Dhuusamarreeb,2016,11,128367
Diinsoor,2016,11,142039
Doolow,2016,11,55181
Eyl,2016,11,81457
Gaalkacyo,2016,11,429296
Galdogob,2016,11,163936
Garbahaarey,2016,11,121993
Garoowe,2016,11,193487
Gebiley,2016,11,139524
Hargeysa,2016,11,1067188
Hobyo,2016,11,98155
Iskushuban,2016,11,76349
Jalalaqsi,2016,11,90159
Jamaame,2016,11,158072
Jariiban,2016,11,95767
Jilib,2016,11,160698
Jowhar,2016,11,314885
Kismaayo,2016,11,236380
Kurtunwaarey,2016,11,214489
Laas Caanood,2016,11,162511
Laasqoray,2016,11,198343
Lughaye,2016,11,71422
Luuq,2016,11,93759
Marka,2016,11,327761
Owdweyne,2016,11,90825
Qandala,2016,11,140058
Qansax Dheere,2016,11,119377
Qardho,2016,11,171777
Qoryooley,2016,11,291855
Rab Dhuure,2016,11,59813
Saakow,2016,11,116096
Sablaale,2016,11,62666
Sheikh,2016,11,80690
Taleex,2016,11,79345
Tayeeglow,2016,11,98078
Waajid,2016,11,93906
Wanla Weyn,2016,11,222709
Xarardheere,2016,11,85566
Xudun,2016,11,67517
Xudur,2016,11,126297
Zeylac,2016,11,64093
Adan Yabaal,2016,12,82200
Afgooye,2016,12,414947
Afmadow,2016,12,165686
Baardheere,2016,12,160342
Badhaadhe,2016,12,76323
Baki,2016,12,66602
Balcad,2016,12,198744
Banadir,2016,12,1806103
Bandarbeyla,2016,12,31031
Baraawe,2016,12,88743
Baydhaba,2016,12,418317
Belet Weyne,2016,12,284754
Belet Xaawo,2016,12,87303
Berbera,2016,12,154536
Borama,2016,12,713478
Bossaso,2016,12,398225
Bu'aale,2016,12,97900
Bulo Burto,2016,12,162757
Burco,2016,12,448192
Burtinle,2016,12,83197
Buuhoodle,2016,12,65447
Buur Hakaba,2016,12,156220
Cabudwaaq,2016,12,86501
Cadaado,2016,12,89573
Cadale,2016,12,72989
Caluula,2016,12,50893
Caynabo,2016,12,75892
Ceel Afweyn,2016,12,89569
Ceel Barde,2016,12,56495
Ceel Buur,2016,12,105225
Ceel Dheer,2016,12,104927
Ceel Waaq,2016,12,50499
Ceerigaabo,2016,12,215907
Dhuusamarreeb,2016,12,124855
Diinsoor,2016,12,141956
Doolow,2016,12,55291
Eyl,2016,12,81591
Gaalkacyo,2016,12,412088
Galdogob,2016,12,163625
Garbahaarey,2016,12,122212
Garoowe,2016,12,193783
Gebiley,2016,12,139752
Hargeysa,2016,12,1069041
Hobyo,2016,12,97540
Iskushuban,2016,12,76473
Jalalaqsi,2016,12,90296
Jamaame,2016,12,158249
Jariiban,2016,12,95923
Jilib,2016,12,160947
Jowhar,2016,12,315266
Kismaayo,2016,12,237845
Kurtunwaarey,2016,12,214741
Laas Caanood,2016,12,162851
Laasqoray,2016,12,198658
Lughaye,2016,12,71540
Luuq,2016,12,94147
Marka,2016,12,328673
Owdweyne,2016,12,90587
Qandala,2016,12,139826
Qansax Dheere,2016,12,119480
Qardho,2016,12,172152
Qoryooley,2016,12,291892
Rab Dhuure,2016,12,59560
Saakow,2016,12,116705
Sablaale,2016,12,62769
Sheikh,2016,12,80823
Taleex,2016,12,79366
Tayeeglow,2016,12,98221
Waajid,2016,12,94218
Wanla Weyn,2016,12,223073
Xarardheere,2016,12,85427
Xudun,2016,12,67554
Xudur,2016,12,126213
Zeylac,2016,12,64198
Adan Yabaal,2017,1,82350
Afgooye,2017,1,415613
Afmadow,2017,1,165997
Baardheere,2017,1,161074
Badhaadhe,2017,1,76446
Baki,2017,1,66831
Balcad,2017,1,199041
Banadir,2017,1,1824539
Bandarbeyla,2017,1,31083
Baraawe,2017,1,88833
Baydhaba,2017,1,424368
Belet Weyne,2017,1,284909
Belet Xaawo,2017,1,87427
Berbera,2017,1,154833
Borama,2017,1,719428
Bossaso,2017,1,398905
Bu'aale,2017,1,98006
Bulo Burto,2017,1,163020
Burco,2017,1,448280
Burtinle,2017,1,83120
Buuhoodle,2017,1,65471
Buur Hakaba,2017,1,155360
Cabudwaaq,2017,1,86778
Cadaado,2017,1,89687
Cadale,2017,1,73060
Caluula,2017,1,50967
Caynabo,2017,1,69858
Ceel Afweyn,2017,1,89603
Ceel Barde,2017,1,56564
Ceel Buur,2017,1,105348
Ceel Dheer,2017,1,105087
Ceel Waaq,2017,1,50638
Ceerigaabo,2017,1,215859
Dhuusamarreeb,2017,1,125184
Diinsoor,2017,1,138019
Doolow,2017,1,56323
Eyl,2017,1,81935
Gaalkacyo,2017,1,407040
Galdogob,2017,1,163903
Garbahaarey,2017,1,122430
Garoowe,2017,1,194211
Gebiley,2017,1,151980
Hargeysa,2017,1,1077481
Hobyo,2017,1,97212
Iskushuban,2017,1,77654
Jalalaqsi,2017,1,90441
Jamaame,2017,1,158506
Jariiban,2017,1,95948
Jilib,2017,1,161462
Jowhar,2017,1,315613
Kismaayo,2017,1,241052
Kurtunwaarey,2017,1,211270
Laas Caanood,2017,1,162994
Laasqoray,2017,1,198904
Lughaye,2017,1,71658
Luuq,2017,1,96283
Marka,2017,1,329778
Owdweyne,2017,1,85887
Qandala,2017,1,140063
Qansax Dheere,2017,1,118943
Qardho,2017,1,172494
Qoryooley,2017,1,292012
Rab Dhuure,2017,1,58868
Saakow,2017,1,117603
Sablaale,2017,1,62811
Sheikh,2017,1,80956
Taleex,2017,1,79330
Tayeeglow,2017,1,97861
Waajid,2017,1,93141
Wanla Weyn,2017,1,223429
Xarardheere,2017,1,85231
Xudun,2017,1,67631
Xudur,2017,1,126296
Zeylac,2017,1,64304
Adan Yabaal,2017,2,82172
Afgooye,2017,2,421947
Afmadow,2017,2,167912
Baardheere,2017,2,161797
Badhaadhe,2017,2,76568
Baki,2017,2,66939
Balcad,2017,2,200326
Banadir,2017,2,1847563
Bandarbeyla,2017,2,31127
Baraawe,2017,2,88460
Baydhaba,2017,2,434822
Belet Weyne,2017,2,281782
Belet Xaawo,2017,2,86670
Berbera,2017,2,155159
Borama,2017,2,721878
Bossaso,2017,2,399616
Bu'aale,2017,2,98341
Bulo Burto,2017,2,163259
Burco,2017,2,448404
Burtinle,2017,2,83040
Buuhoodle,2017,2,67935
Buur Hakaba,2017,2,152673
Cabudwaaq,2017,2,86960
Cadaado,2017,2,94400
Cadale,2017,2,72881
Caluula,2017,2,51043
Caynabo,2017,2,64314
Ceel Afweyn,2017,2,89477
Ceel Barde,2017,2,56633
Ceel Buur,2017,2,105482
Ceel Dheer,2017,2,105209
Ceel Waaq,2017,2,50654
Ceerigaabo,2017,2,215707
Dhuusamarreeb,2017,2,133042
Diinsoor,2017,2,131549
Doolow,2017,2,61134
Eyl,2017,2,82452
Gaalkacyo,2017,2,412616
Galdogob,2017,2,164066
Garbahaarey,2017,2,121852
Garoowe,2017,2,194627
Gebiley,2017,2,152005
Hargeysa,2017,2,1079211
Hobyo,2017,2,97051
Iskushuban,2017,2,78522
Jalalaqsi,2017,2,90573
Jamaame,2017,2,158624
Jariiban,2017,2,95470
Jilib,2017,2,162258
Jowhar,2017,2,316278
Kismaayo,2017,2,247893
Kurtunwaarey,2017,2,207584
Laas Caanood,2017,2,164274
Laasqoray,2017,2,199165
Lughaye,2017,2,71776
Luuq,2017,2,95656
Marka,2017,2,330079
Owdweyne,2017,2,81437
Qandala,2017,2,140309
Qansax Dheere,2017,2,117104
Qardho,2017,2,173389
Qoryooley,2017,2,292731
Rab Dhuure,2017,2,58060
Saakow,2017,2,118916
Sablaale,2017,2,61860
Sheikh,2017,2,81089
Taleex,2017,2,78957
Tayeeglow,2017,2,97146
Waajid,2017,2,91105
Wanla Weyn,2017,2,220259
Xarardheere,2017,2,82598
Xudun,2017,2,67675
Xudur,2017,2,125231
Zeylac,2017,2,64409
Adan Yabaal,2017,3,82035
Afgooye,2017,3,429252
Afmadow,2017,3,169340
Baardheere,2017,3,161476
Badhaadhe,2017,3,76689
Baki,2017,3,67150
Balcad,2017,3,200984
Banadir,2017,3,1922940
Bandarbeyla,2017,3,31629
Baraawe,2017,3,87969
Baydhaba,2017,3,467218
Belet Weyne,2017,3,285177
Belet Xaawo,2017,3,85981
Berbera,2017,3,155323
Borama,2017,3,723318
Bossaso,2017,3,400365
Bu'aale,2017,3,98718
Bulo Burto,2017,3,162349
Burco,2017,3,449485
Burtinle,2017,3,83075
Buuhoodle,2017,3,74230
Buur Hakaba,2017,3,148951
Cabudwaaq,2017,3,87211
Cadaado,2017,3,94377
Cadale,2017,3,72692
Caluula,2017,3,50896
Caynabo,2017,3,67870
Ceel Afweyn,2017,3,95501
Ceel Barde,2017,3,56348
Ceel Buur,2017,3,105296
Ceel Dheer,2017,3,105060
Ceel Waaq,2017,3,50876
Ceerigaabo,2017,3,229254
Dhuusamarreeb,2017,3,137471
Diinsoor,2017,3,122359
Doolow,2017,3,60309
Eyl,2017,3,82801
Gaalkacyo,2017,3,413547
Galdogob,2017,3,162935
Garbahaarey,2017,3,121417
Garoowe,2017,3,195016
Gebiley,2017,3,152829
Hargeysa,2017,3,1082478
Hobyo,2017,3,97080
Iskushuban,2017,3,78734
Jalalaqsi,2017,3,90714
Jamaame,2017,3,157280
Jariiban,2017,3,94372
Jilib,2017,3,162212
Jowhar,2017,3,316449
Kismaayo,2017,3,259256
Kurtunwaarey,2017,3,174905
Laas Caanood,2017,3,165715
Laasqoray,2017,3,199477
Lughaye,2017,3,71894
Luuq,2017,3,95820
Marka,2017,3,328080
Owdweyne,2017,3,80270
Qandala,2017,3,140541
Qansax Dheere,2017,3,109749
Qardho,2017,3,176280
Qoryooley,2017,3,290940
Rab Dhuure,2017,3,56447
Saakow,2017,3,120096
Sablaale,2017,3,59970
Sheikh,2017,3,81223
Taleex,2017,3,78946
Tayeeglow,2017,3,94391
Waajid,2017,3,88175
Wanla Weyn,2017,3,217805
Xarardheere,2017,3,78672
Xudun,2017,3,73687
Xudur,2017,3,127231
Zeylac,2017,3,64512
Adan Yabaal,2017,4,82150
Afgooye,2017,4,429211
Afmadow,2017,4,169652
Baardheere,2017,4,160711
Badhaadhe,2017,4,76812
Baki,2017,4,67252
Balcad,2017,4,204908
Banadir,2017,4,1967697
Bandarbeyla,2017,4,30031
Baraawe,2017,4,87936
Baydhaba,2017,4,488637
Belet Weyne,2017,4,283030
Belet Xaawo,2017,4,86015
Berbera,2017,4,155687
Borama,2017,4,724579
Bossaso,2017,4,401292
Bu'aale,2017,4,98958
Bulo Burto,2017,4,161696
Burco,2017,4,452789
Burtinle,2017,4,84016
Buuhoodle,2017,4,72693
Buur Hakaba,2017,4,145781
Cabudwaaq,2017,4,87201
Cadaado,2017,4,94113
Cadale,2017,4,72793
Caluula,2017,4,50901
Caynabo,2017,4,62493
Ceel Afweyn,2017,4,91878
Ceel Barde,2017,4,55898
Ceel Buur,2017,4,104605
Ceel Dheer,2017,4,105008
Ceel Waaq,2017,4,50809
Ceerigaabo,2017,4,224321
Dhuusamarreeb,2017,4,138446
Diinsoor,2017,4,113120
Doolow,2017,4,60448
Eyl,2017,4,82660
Gaalkacyo,2017,4,415735
Galdogob,2017,4,162395
Garbahaarey,2017,4,121603
Garoowe,2017,4,195311
Gebiley,2017,4,152966
Hargeysa,2017,4,1084596
Hobyo,2017,4,96904
Iskushuban,2017,4,78095
Jalalaqsi,2017,4,90829
Jamaame,2017,4,155804
Jariiban,2017,4,94350
Jilib,2017,4,161506
Jowhar,2017,4,315384
Kismaayo,2017,4,265627
Kurtunwaarey,2017,4,138996
Laas Caanood,2017,4,163483
Laasqoray,2017,4,199773
Lughaye,2017,4,71914
Luuq,2017,4,95876
Marka,2017,4,327382
Owdweyne,2017,4,79729
Qandala,2017,4,140754
Qansax Dheere,2017,4,99453
Qardho,2017,4,176334
Qoryooley,2017,4,285710
Rab Dhuure,2017,4,54936
Saakow,2017,4,121490
Sablaale,2017,4,56231
Sheikh,2017,4,81258
Taleex,2017,4,73022
Tayeeglow,2017,4,91254
Waajid,2017,4,85011
Wanla Weyn,2017,4,217035
Xarardheere,2017,4,76993
Xudun,2017,4,66194
Xudur,2017,4,123920
Zeylac,2017,4,64616
Adan Yabaal,2017,5,82290
Afgooye,2017,5,437820
Afmadow,2017,5,169864
Baardheere,2017,5,160758
Badhaadhe,2017,5,76930
Baki,2017,5,67334
Balcad,2017,5,200075
Banadir,2017,5,1980310
Bandarbeyla,2017,5,28827
Baraawe,2017,5,88105
Baydhaba,2017,5,483263
Belet Weyne,2017,5,282870
Belet Xaawo,2017,5,86184
Berbera,2017,5,155775
Borama,2017,5,725530
Bossaso,2017,5,401869
Bu'aale,2017,5,99106
Bulo Burto,2017,5,161846
Burco,2017,5,452628
Burtinle,2017,5,84094
Buuhoodle,2017,5,70241
Buur Hakaba,2017,5,144795
Cabudwaaq,2017,5,87459
Cadaado,2017,5,94172
Cadale,2017,5,72887
Caluula,2017,5,50884
Caynabo,2017,5,62041
Ceel Afweyn,2017,5,95685
Ceel Barde,2017,5,55822
Ceel Buur,2017,5,104326
Ceel Dheer,2017,5,105202
Ceel Waaq,2017,5,50889
Ceerigaabo,2017,5,226747
Dhuusamarreeb,2017,5,138631
Diinsoor,2017,5,108040
Doolow,2017,5,61356
Eyl,2017,5,82185
Gaalkacyo,2017,5,416936
Galdogob,2017,5,162464
Garbahaarey,2017,5,121709
Garoowe,2017,5,195593
Gebiley,2017,5,153214
Hargeysa,2017,5,1087335
Hobyo,2017,5,96964
Iskushuban,2017,5,77219
Jalalaqsi,2017,5,90941
Jamaame,2017,5,155562
Jariiban,2017,5,95054
Jilib,2017,5,161436
Jowhar,2017,5,317016
Kismaayo,2017,5,268401
Kurtunwaarey,2017,5,130211
Laas Caanood,2017,5,165796
Laasqoray,2017,5,200083
Lughaye,2017,5,72084
Luuq,2017,5,96061
Marka,2017,5,328364
Owdweyne,2017,5,79382
Qandala,2017,5,140980
Qansax Dheere,2017,5,94817
Qardho,2017,5,176483
Qoryooley,2017,5,285089
Rab Dhuure,2017,5,53444
Saakow,2017,5,122071
Sablaale,2017,5,51847
Sheikh,2017,5,81313
Taleex,2017,5,72095
Tayeeglow,2017,5,90689
Waajid,2017,5,84085
Wanla Weyn,2017,5,216502
Xarardheere,2017,5,77086
Xudun,2017,5,64780
Xudur,2017,5,124140
Zeylac,2017,5,64750
Adan Yabaal,2017,6,82447
Afgooye,2017,6,434159
Afmadow,2017,6,170268
Baardheere,2017,6,161515
Badhaadhe,2017,6,77050
Baki,2017,6,67410
Balcad,2017,6,200400
Banadir,2017,6,2001670
Bandarbeyla,2017,6,28838
Baraawe,2017,6,88273
Baydhaba,2017,6,493467
Belet Weyne,2017,6,281020
Belet Xaawo,2017,6,93293
Berbera,2017,6,156014
Borama,2017,6,726325
Bossaso,2017,6,402623
Bu'aale,2017,6,99268
Bulo Burto,2017,6,161891
Burco,2017,6,455209
Burtinle,2017,6,84226
Buuhoodle,2017,6,68558
Buur Hakaba,2017,6,144716
Cabudwaaq,2017,6,87717
Cadaado,2017,6,93349
Cadale,2017,6,73003
Caluula,2017,6,50973
Caynabo,2017,6,62555
Ceel Afweyn,2017,6,90724
Ceel Barde,2017,6,55908
Ceel Buur,2017,6,104518
Ceel Dheer,2017,6,105395
